stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest
CHUY,12/29/2019,4253000,1657000,,1676000,148753000,,16783000,380049000,,,36199000,10074000,3054000,,24069000,,100058000,,166000,446069000,2821000,,194936000,251133000,94712000,22114000,,,
CHUY,9/29/2019,4763000,1635000,,1557000,149324000,,20491000,381175000,,,37032000,10476000,700000,,24069000,,101488000,,166000,448335000,1460000,,195293000,253042000,93639000,21900000,,,
CHUY,6/30/2019,5671000,1723000,,1761000,152323000,,22340000,386390000,,,39463000,11752000,494000,,24069000,,103305000,,167000,455193000,1571000,,198292000,256901000,94820000,21900000,,,
WDR,3/31/2020,38414000,,,71631000,619789000,,934279000,53495000,755000,27267000,353747000,160316000,34110000,-764824000,106970000,16516000,1247084000,73663000,997000,1167753000,152947000,,765658000,383025000,282401000,38899000,433396000,,19070000
WDR,12/31/2019,20123000,,,91556000,663028000,,1041397000,58183000,3234000,14418000,309195000,151815000,20879000,-746391000,106970000,19356000,1241598000,78025000,997000,1266328000,181660000,,808897000,438226000,312693000,38899000,507631000,,19205000
WDR,9/30/2019,17095000,,,112819000,693661000,,1011416000,75580000,3283000,6775000,270825000,162567000,22241000,-707282000,106970000,16395000,1242677000,24103000,997000,1255106000,157148000,,839530000,398663000,303138000,38899000,511070000,,16913000
WDR,6/30/2019,19771000,,,99748000,710787000,,1021513000,81264000,3081000,4372000,269941000,168926000,20036000,-666142000,106970000,15461000,1227314000,30671000,997000,1268682000,169697000,,856656000,396911000,294487000,38899000,533090000,,15115000
CARG,3/31/2020,29839000,,,17536000,239664000,,210239000,96566000,-843000,36459000,58331000,74451000,61329000,-843000,27298000,2060000,64555000,18215000,113000,406438000,11097000,10384000,277968000,128470000,214143000,11006000,81281000,,
CARG,12/31/2019,36731000,,,22124000,237728000,,218954000,87936000,-350000,42713000,73758000,59920000,67606000,-350000,15207000,2192000,51859000,14766000,112000,393623000,9984000,10514000,256855000,136768000,205234000,3920000,111692000,,
CARG,9/30/2019,42752000,,,17892000,215349000,,206182000,84007000,-926000,44200000,72378000,29514000,57441000,-926000,14828000,2097000,38688000,15587000,112000,369383000,7781000,9944000,237102000,132281000,199228000,6925000,134808000,,
CARG,6/30/2019,39370000,,,17081000,200788000,,188841000,78663000,3000,44483000,70392000,27842000,57059000,3000,15446000,1889000,28304000,16623000,112000,346161000,8479000,9257000,222386000,123775000,193967000,6152000,119327000,,
PZG,3/31/2020,627036,,,,43762819,,2185168,47064058,,,724323,1414308,693001,,,216053,-52489576,,277780,49942227,97287,,43762819,6179408,95974615,,,,
PZG,12/31/2019,418260,,,,45016376,,3191449,47063433,,,515547,2007303,1082774,,,583897,-51049204,,276168,51337656,97287,,45016376,6321280,95789412,,,,
PZG,9/30/2019,784471,,,,47327697,,5836350,47060971,,,881758,4187587,1382895,,,866309,-48706687,,276168,54280216,97287,,47327697,6952519,95758216,,,,
PZG,6/30/2019,980310,,,,47329742,,812461,47061435,,,1077597,463690,1401833,,,868390,-47700188,,265200,49275729,97287,,47329742,1945987,94764730,,,,
JVA,1/31/2020,3707669,18055853,,8610176,20348440,84696,30278946,4745220,,649725,10948114,2751132,1032205,-4633560,2488785,1201862,12710321,247901,6494,40704887,885123,,24912260,14277317,16829005,2075035,,,1515310
JVA,10/31/2019,4344015,18841225,,9421427,20684619,86008,31739799,2413533,,480473,11511855,2402556,867926,-4633560,2488785,1444146,13310169,486965,6494,39686724,100,,25264077,12956001,16580974,2090673,,,1466646
JVA,7/31/2019,3627521,17702156,,8492642,20701872,87085,29738576,2416457,,446823,9492065,2568780,908873,-4633560,2157661,1486511,13592508,288639,6494,37747504,96904,,25298385,10978576,16332943,2438852,,,1470543
JVA,4/30/2019,2896135,16414475,,8741240,20370872,89698,29060059,2305849,,520273,9305223,3163494,1184362,-4633560,2157661,1540971,13481014,230515,6494,37252119,641548,,24983023,10846194,16129075,2454490,,,1422902
IDN,3/31/2020,112090,,,1962113,3434457,,5354607,309156,,,2225927,3010089,7778,,8101661,11157,-116908510,382405,16210,14334528,615471,,12097444,2237084,128989744,561326,,,
IDN,12/31/2019,95388,,,1703911,3473615,,5380096,333399,,,2201716,3350853,7778,,8101661,13322,-116935112,319219,16042,13997171,572391,,11749513,2247658,128668583,174237,,,
IDN,9/30/2019,151710,,,1460172,2938086,,4710537,397519,,,2095736,2757327,7778,,8101661,17177,-117041299,419049,15881,13412483,681977,,11234735,2177748,128260153,194988,,,
IDN,6/30/2019,143296,,,1232685,3213618,,4655191,435774,,,1770937,3061041,15096,,8101661,24855,-116473069,279874,15792,13435794,701249,,11543351,1892443,128000628,228072,,,
KDP,3/31/2020,3238000000,732000000,12434000000,1097000000,-20964000000,106000000,2277000000,2593000000,-480000000,29000000,6858000000,197000000,263000000,-480000000,19898000000,6146000000,1527000000,221000000,14000000,48843000000,586000000,,22640000000,26203000000,21579000000,23706000000,,100000000,
KDP,12/31/2019,3176000000,703000000,12827000000,1184000000,-21032000000,170000000,2273000000,2525000000,104000000,29000000,6474000000,75000000,261000000,104000000,20172000000,6264000000,1582000000,293000000,14000000,49518000000,656000000,,23257000000,26261000000,21557000000,24117000000,,347000000,
KDP,9/30/2019,2976000000,798000000,13147000000,1149000000,-21229000000,223000000,2269000000,2582000000,-27000000,27000000,6550000000,74000000,183000000,-27000000,20112000000,6247000000,1388000000,208000000,14000000,49400000000,648000000,,22914000000,26486000000,21539000000,24031000000,,346000000,
KDP,6/30/2019,2909000000,731000000,13164000000,1130000000,-21384000000,231000000,2221000000,2645000000,51000000,27000000,6695000000,106000000,183000000,51000000,20039000000,6262000000,1294000000,210000000,14000000,49547000000,1013000000,,22883000000,26664000000,21524000000,24228000000,,345000000,
TXT,4/4/2020,1322000000,4385000000,2956000000,870000000,3384000000,,9366000000,2755000000,-1859000000,,4515000000,2263000000,1582000000,-1933000000,2150000000,1918000000,5727000000,984000000,29000000,15946000000,1748000000,,5534000000,10412000000,1711000000,,,,
TXT,1/4/2020,1378000000,4069000000,2523000000,1488000000,3368000000,,7923000000,2804000000,-1847000000,,4013000000,1181000000,2035000000,-1867000000,2150000000,2055000000,5682000000,327000000,29000000,15018000000,1497000000,,5518000000,9500000000,1674000000,,,,
TXT,9/28/2019,1226000000,4436000000,2834000000,1018000000,3310000000,,8093000000,2779000000,-1729000000,,3766000000,931000000,1943000000,-2328000000,2142000000,1895000000,6009000000,856000000,30000000,15062000000,1922000000,,5452000000,9610000000,1741000000,,,,
TXT,6/29/2019,1231000000,4311000000,2833000000,989000000,3189000000,,7772000000,2815000000,-1715000000,,3579000000,775000000,1957000000,-2205000000,2147000000,1910000000,5794000000,839000000,30000000,14796000000,1838000000,,5336000000,9460000000,1717000000,,,,
BYFC,3/31/2020,333149000,,119080000,,49080000,14334000,98555000,2731000,-842000,5161000,337209000,51725000,390419000,-6168000,,485000,8392000,46830000,306000,506039000,,,49080000,456959000,46550000,,,,
BYFC,12/31/2019,297724000,,53815000,,48848000,14085000,16789000,2783000,-982000,5220000,336493000,15517000,406712000,-6308000,,1033000,8425000,1272000,305000,440369000,,,48848000,391521000,46426000,,,,
BYFC,9/30/2019,280067000,,79590000,,48860000,16795000,31179000,2963000,-966000,5131000,283910000,21822000,363681000,-6292000,,1528000,8494000,9357000,305000,414618000,,,48860000,365758000,46353000,,,,
BYFC,6/30/2019,295798000,,79845000,,49016000,17270000,47485000,3140000,-1028000,4972000,298903000,20146000,361949000,-6354000,,1084000,8773000,27339000,305000,429844000,,,49016000,380828000,46292000,,,,
CHCI,3/31/2020,593000,,6658000,4846000,-6000,,12434000,338000,,,7535000,7180000,,-2662000,1702000,,-195210000,,81000,22790000,,,1782000,14243000,199573000,86000,,,
CHCI,12/31/2019,1438000,,1212000,5530000,-213000,,9315000,392000,,,10303000,3511000,,-2662000,1702000,,-195198000,,80000,19933000,,,1592000,11576000,199372000,103000,,,
CHCI,9/30/2019,687000,,1345000,3441000,-1366000,,5274000,372000,,,7377000,1598000,,-2662000,1702000,,-195146000,,80000,16071000,,,456000,8850000,198184000,120000,,,
CHCI,6/30/2019,912000,,6383000,3212000,-1590000,,5085000,363000,,,13823000,1603000,,-2662000,1702000,,-194503000,,80000,27986000,,,248000,20973000,197333000,136000,,,
VLT,2/29/2020,504141,,,2877023,97006686,136017601,4264534,,,,43290770,1384595,37978,,,22657,-16396649,2916,113403335,140320113,50505,,97006686,43313427,,,,,
VLT,11/30/2019,504141,,,2877023,97006686,136017601,4264534,,,,43290770,1384595,37978,,,22657,-16396649,2916,113403335,140320113,50505,,97006686,43313427,,,,,
VLT,8/31/2019,436921,,,3689872,125793355,169214189,4938097,,,,48357828,1231039,20628,,,21731,-13161737,17186,138955092,174172914,24459,,125793355,48379559,,,,,
VLT,5/31/2019,436921,,,3689872,125793355,169214189,4938097,,,,48357828,1231039,20628,,,21731,-13161737,17186,138955092,174172914,24459,,125793355,48379559,,,,,
HQI,3/31/2020,242972,,,27918376,32480013,,40619157,2545525,,,12092726,10040828,6113071,,,4705014,,,13537,49277753,7690914,,32480013,16797740,,,,,
HQI,12/31/2019,253845,,,31620737,31282082,,37021125,1900686,,,11011977,4187450,7990251,,,4618003,,,13518,46912062,7316359,,31282082,15629980,,,,,
HQI,9/29/2019,39234,,,40238216,29062550,,45770857,2272065,,,23837346,1528334,10500455,,,5595166,,,13472,58543377,13578074,,29062550,29480827,,,,,
HQI,3/31/2019,41024,,,22560461,13414566,,23168029,2176064,,,10139799,398694,8334,,,1798062,,,13414566,25352427,6625115,,13414566,11937861,,,,,
BHB,3/31/2020,2650557000,2205000,353785000,1336000,275880000,646238000,89289000,60107000,6190000,3166000,2858658000,68481000,2753833000,1512000,119477000,52224000,180072000,17174000,32857000,3677342000,,,403755000,3273587000,189314000,8398000,,,
BHB,12/31/2019,2695751000,2236000,183198000,1703000,269117000,683909000,62708000,60828000,3911000,3865000,3045865000,33810000,2734393000,-766000,118649000,35201000,175780000,24900000,32857000,3669128000,,,396407000,3272721000,188536000,8641000,,,
BHB,9/30/2019,2493585000,2455000,220905000,1898000,287495000,703144000,76035000,56091000,3045000,4988000,2960578000,50032000,2670240000,-1675000,100085000,28919000,174994000,21561000,32857000,3612474000,,,394459000,3218015000,188283000,6879000,,,
BHB,6/30/2019,2481376000,2351000,189919000,1859000,283405000,783780000,64244000,58859000,877000,5649000,3069194000,42657000,2673595000,-3839000,100085000,29279000,173400000,17203000,32857000,3687635000,,,390562000,3297073000,188144000,7072000,,,
OVLY,3/31/2020,1026925000,,,,110575000,248526000,96530000,19245000,2594000,,1026989000,92814000,788522000,2594000,,15259000,82521000,3716000,25435000,1156635000,,,114387000,1042248000,3837000,3812000,,,
OVLY,12/31/2019,1019929000,,,,108733000,202508000,152356000,19541000,2397000,,1021164000,65298000,769543000,2397000,,9043000,80961000,85753000,25435000,1147785000,,,112570000,1035215000,3777000,3837000,,,
OVLY,9/30/2019,977993000,,,,105457000,196884000,119593000,15067000,2480000,,978022000,116394000,765725000,2480000,,13790000,77769000,3199000,25435000,1101132000,,,109320000,991812000,3636000,3863000,,,
OVLY,6/30/2019,949090000,,,,102694000,208438000,95276000,14850000,1977000,,949129000,91557000,746546000,1977000,,13287000,75647000,3719000,25435000,1068999000,,,106583000,962416000,3524000,3889000,,,
WST,3/31/2020,157900000,251000000,257300000,333000000,1355200000,197700000,977500000,896800000,-192300000,12300000,344400000,335300000,39500000,-408000000,106900000,93400000,1611800000,58200000,18800000,2246500000,111400000,,1490200000,756300000,267600000,28100000,,,
WST,12/31/2019,156800000,235700000,255000000,319300000,1435600000,192700000,1058700000,909400000,-149600000,14000000,341600000,439100000,43000000,-267700000,107800000,109200000,1549400000,64600000,18800000,2341400000,64400000,,1573200000,768200000,272700000,29800000,,,
WST,9/30/2019,145300000,230400000,195100000,316100000,1352300000,97400000,1004100000,883400000,-170400000,33800000,335000000,396000000,53800000,-297000000,106600000,92800000,1497300000,61600000,18800000,2174000000,105100000,,1487600000,686400000,268500000,28700000,,,
WST,6/30/2019,152100000,232300000,196000000,330800000,1307200000,95400000,944300000,897400000,-152200000,27900000,313200000,326700000,48200000,-300000000,108200000,102500000,1452900000,54500000,18800000,2123200000,89600000,,1445100000,678100000,273400000,29700000,,,
CLM,12/31/2019,4174103,,,3195731,810598203,812378286,3325190,,,,5105273,120763,,,,,142981593,,75043,815703476,,,810598203,5105273,667541567,,,,
CLM,9/30/2019,4174103,,,3195731,810598203,812378286,3325190,,,,5105273,120763,,,,,142981593,,75043,815703476,,,810598203,5105273,667541567,,,,
CLM,6/30/2019,560537,,,1446895,818460842,818363188,1514288,,,,1416634,41971,,,,,109193722,,73818,819877476,,,818460842,1416634,709193302,,,,
CLM,3/31/2019,560537,,,1446895,818460842,818363188,1514288,,,,1416634,41971,,,,,109193722,,73818,819877476,,,818460842,1416634,709193302,,,,
AMTB,3/31/2020,5884393000,,584178000,,821611000,1695864000,367507000,128232000,31117000,4933000,6673515000,271053000,5887701000,31117000,19506000,,447506000,54112000,4217000,8098810000,,,841117000,7257693000,358277000,,,215000000,
AMTB,12/31/2019,5811643000,,542246000,,815195000,1728466000,186011000,128824000,13234000,5480000,6608452000,121323000,5922592000,-33139000,19506000,,444124000,52549000,4668000,7985399000,,,834701000,7150698000,419048000,,,285000000,
AMTB,9/30/2019,5760759000,,867246000,,806558000,1619841000,171628000,126497000,17108000,5392000,6171263000,101327000,5927101000,-29265000,19193000,,431521000,54707000,4674000,7864260000,,,825751000,7038509000,418821000,,,195000000,
AMTB,6/30/2019,5867044000,,893110000,,787175000,1637577000,161215000,124456000,11139000,7014000,6227348000,90317000,5984385000,-35234000,19193000,,419590000,60594000,4674000,7926826000,,,806368000,7120458000,417338000,,,350000000,
CBFV,3/31/2020,1106640000,291000,6000000,,113105000,171411000,81664000,23242000,5425000,,1147875000,78099000,998436000,-489000,28425000,6970000,66431000,3274000,2367000,1313173000,,,151525000,1161648000,83216000,9995000,,5000000,
CBFV,12/31/2019,1118359000,245000,8000000,,113677000,200985000,83759000,23571000,2646000,,1156334000,79663000,974872000,-1196000,28425000,5229000,66955000,3851000,2367000,1321537000,,,151097000,1170440000,82971000,9925000,,6000000,
CBFV,9/30/2019,1125908000,215000,11000000,,110193000,217545000,92031000,23961000,3042000,,1162388000,88413000,956414000,-1308000,28425000,5407000,63582000,3403000,2367000,1327856000,,,148098000,1179758000,83457000,9480000,,6000000,
CBFV,6/30/2019,1107103000,332000,11000000,,107118000,236004000,48485000,24564000,2970000,,1141720000,44374000,957746000,-1380000,28425000,5456000,61140000,3779000,2367000,1305188000,,,145507000,1159681000,83380000,9964000,,6000000,
PNNT,3/31/2020,,,846805488,6872137,516679237,1354046942,33070866,,,,23633083,25127515,,,,,-271579967,,67045,1387117808,12068119,,516679237,870438571,788192159,,,,
PNNT,12/31/2019,,,742987777,6055204,589040059,1378852959,39197204,,,,86022327,32107649,,,,,-199219145,,67045,1418050163,12068119,,589040059,829010104,788192159,,,,
PNNT,9/30/2019,,,683757876,6226539,581905668,1219432796,66405217,,,,20174469,59516236,,,,,-206353536,,67045,1285838013,12068119,,581905668,703932345,788192159,,,,
PNNT,6/30/2019,,,695172181,7219742,585709524,1274835914,29338360,,,,23292569,21744836,,,,,-203617030,,67045,1304174274,12068118,,585709524,718464750,789259509,,,,
BNGO,12/31/2019,2699153,3443559,,6333963,3613718,,28258241,1949625,,,26367021,17311373,,,,227127,-102577498,866913,3427,30207866,815495,,3613718,26594148,106187789,,,,
BNGO,9/30/2019,2634279,2595095,,6000783,-7378516,,17839368,1367940,,,7437265,8224801,,,,371203,-94676903,795175,1088,19207308,417891,,-7378516,26585824,87297299,,,,
BNGO,6/30/2019,3617836,3022090,,4983510,-1344810,,23931979,1278889,,,7541008,15294526,,,,392974,-88278737,465511,1088,25210868,421342,,-1344810,26555678,86932839,,,,
BNGO,3/31/2019,870836,1405832,,4057128,5870191,,28014164,1537113,,,4713510,20830399,,,,591792,-80614171,1399531,1083,29551277,213898,,5870191,23681086,86483279,,,,
NEN,3/31/2020,3394099,,284905564,638307,-38374341,1460406,16948491,275200788,,,39919627,11246765,25000,,,7870618,,5063419,-37327341,294681685,19525528,25000,-37327341,332695809,,1047000,,,-686783
NEN,12/31/2019,4274267,,281771246,484610,-38828961,1430402,13081259,278363988,,,42244356,7546324,36000,,,8101835,,5050325,-37446961,294293649,19970089,36000,-37446961,332117437,,1382000,,,-376827
NEN,9/30/2019,3758179,,251505292,660377,-37808136,1439724,19761790,222410937,,,23544441,14145618,46000,,,6797260,,4955795,-37801136,243665451,19786262,46000,-37801136,281846993,,7000,,,-380406
NEN,6/30/2019,4402355,,252012154,709075,-37648580,1610362,17675391,225137510,,,23664258,12590884,57000,,,6831195,,4375432,-37638580,244490263,19261903,57000,-37638580,282507607,,10000,,,-378764
